Sexo,Edad,Provincias,Periodo,Total
Ambos sexos,39 años,Total Nacional,1 de julio de 1993,503653
Ambos sexos,39 años,Total Nacional,1 de enero de 1993,505170
Ambos sexos,39 años,Total Nacional,1 de julio de 1992,505823
Ambos sexos,39 años,Total Nacional,1 de enero de 1992,506597
Ambos sexos,39 años,Total Nacional,1 de julio de 1991,490349
Ambos sexos,39 años,Total Nacional,1 de enero de 1991,474482
Ambos sexos,39 años,Total Nacional,1 de julio de 1990,472635
Ambos sexos,39 años,Total Nacional,1 de enero de 1990,470928
Ambos sexos,39 años,Total Nacional,1 de julio de 1989,480703
Ambos sexos,39 años,Total Nacional,1 de enero de 1989,490177
Ambos sexos,39 años,Total Nacional,1 de julio de 1988,505654
Ambos sexos,39 años,Total Nacional,1 de enero de 1988,521418
Ambos sexos,39 años,Total Nacional,1 de julio de 1987,500714
Ambos sexos,39 años,Total Nacional,1 de enero de 1987,479938
Ambos sexos,39 años,Total Nacional,1 de julio de 1986,470421
Ambos sexos,39 años,Total Nacional,1 de enero de 1986,460896
Ambos sexos,39 años,Total Nacional,1 de julio de 1985,477441
Ambos sexos,39 años,Total Nacional,1 de enero de 1985,493859
Ambos sexos,39 años,Total Nacional,1 de julio de 1984,481783
Ambos sexos,39 años,Total Nacional,1 de enero de 1984,469850
Ambos sexos,39 años,Total Nacional,1 de julio de 1983,469399
Ambos sexos,39 años,Total Nacional,1 de enero de 1983,468904
Ambos sexos,39 años,Total Nacional,1 de julio de 1982,439674
Ambos sexos,39 años,Total Nacional,1 de enero de 1982,410467
Ambos sexos,39 años,Total Nacional,1 de julio de 1981,395517
Ambos sexos,39 años,Total Nacional,1 de enero de 1981,380337
Ambos sexos,40 años,Total Nacional,1 de julio de 2022,685707
Ambos sexos,40 años,Total Nacional,1 de enero de 2022,697372
Ambos sexos,40 años,Total Nacional,1 de julio de 2021,713172
Ambos sexos,40 años,Total Nacional,1 de enero de 2021,731583
Ambos sexos,40 años,Total Nacional,1 de julio de 2020,742080
Ambos sexos,40 años,Total Nacional,1 de enero de 2020,752122
Ambos sexos,40 años,Total Nacional,1 de julio de 2019,766760
Ambos sexos,40 años,Total Nacional,1 de enero de 2019,781887
Ambos sexos,40 años,Total Nacional,1 de julio de 2018,785790
Ambos sexos,40 años,Total Nacional,1 de enero de 2018,791391
Ambos sexos,40 años,Total Nacional,1 de julio de 2017,798927
Ambos sexos,40 años,Total Nacional,1 de enero de 2017,807675
Ambos sexos,40 años,Total Nacional,1 de julio de 2016,805801
Ambos sexos,40 años,Total Nacional,1 de enero de 2016,804458
Ambos sexos,40 años,Total Nacional,1 de julio de 2015,803340
Ambos sexos,40 años,Total Nacional,1 de enero de 2015,802552
Ambos sexos,40 años,Total Nacional,1 de julio de 2014,795232
Ambos sexos,40 años,Total Nacional,1 de enero de 2014,787984
Ambos sexos,40 años,Total Nacional,1 de julio de 2013,790313
Ambos sexos,40 años,Total Nacional,1 de enero de 2013,792697
Ambos sexos,40 años,Total Nacional,1 de julio de 2012,789026
Ambos sexos,40 años,Total Nacional,1 de enero de 2012,784673
Ambos sexos,40 años,Total Nacional,1 de julio de 2011,780597
Ambos sexos,40 años,Total Nacional,1 de enero de 2011,776261
Ambos sexos,40 años,Total Nacional,1 de julio de 2010,771872
Ambos sexos,40 años,Total Nacional,1 de enero de 2010,767256
Ambos sexos,40 años,Total Nacional,1 de julio de 2009,764551
Ambos sexos,40 años,Total Nacional,1 de enero de 2009,761227
Ambos sexos,40 años,Total Nacional,1 de julio de 2008,760332
Ambos sexos,40 años,Total Nacional,1 de enero de 2008,757738
Ambos sexos,40 años,Total Nacional,1 de julio de 2007,742545
Ambos sexos,40 años,Total Nacional,1 de enero de 2007,727667
Ambos sexos,40 años,Total Nacional,1 de julio de 2006,720602
Ambos sexos,40 años,Total Nacional,1 de enero de 2006,714420
Ambos sexos,40 años,Total Nacional,1 de julio de 2005,715997
Ambos sexos,40 años,Total Nacional,1 de enero de 2005,716343
Ambos sexos,40 años,Total Nacional,1 de julio de 2004,694277
Ambos sexos,40 años,Total Nacional,1 de enero de 2004,674206
Ambos sexos,40 años,Total Nacional,1 de julio de 2003,659211
Ambos sexos,40 años,Total Nacional,1 de enero de 2003,643990
Ambos sexos,40 años,Total Nacional,1 de julio de 2002,632816
Ambos sexos,40 años,Total Nacional,1 de enero de 2002,621519
Ambos sexos,40 años,Total Nacional,1 de julio de 2001,621486
Ambos sexos,40 años,Total Nacional,1 de enero de 2001,623709
Ambos sexos,40 años,Total Nacional,1 de julio de 2000,614818
Ambos sexos,40 años,Total Nacional,1 de enero de 2000,605892
Ambos sexos,40 años,Total Nacional,1 de julio de 1999,599539
Ambos sexos,40 años,Total Nacional,1 de enero de 1999,593301
Ambos sexos,40 años,Total Nacional,1 de julio de 1998,586740
Ambos sexos,40 años,Total Nacional,1 de enero de 1998,580263
Ambos sexos,40 años,Total Nacional,1 de julio de 1997,560573
Ambos sexos,40 años,Total Nacional,1 de enero de 1997,540994
Ambos sexos,40 años,Total Nacional,1 de julio de 1996,533329
Ambos sexos,40 años,Total Nacional,1 de enero de 1996,525769
Ambos sexos,40 años,Total Nacional,1 de julio de 1995,514626
Ambos sexos,40 años,Total Nacional,1 de enero de 1995,503587
Ambos sexos,40 años,Total Nacional,1 de julio de 1994,505023
Ambos sexos,40 años,Total Nacional,1 de enero de 1994,506477
Ambos sexos,40 años,Total Nacional,1 de julio de 1993,506993
Ambos sexos,40 años,Total Nacional,1 de enero de 1993,507645
Ambos sexos,40 años,Total Nacional,1 de julio de 1992,491366
Ambos sexos,40 años,Total Nacional,1 de enero de 1992,475109
Ambos sexos,40 años,Total Nacional,1 de julio de 1991,472129
Ambos sexos,40 años,Total Nacional,1 de enero de 1991,469615
Ambos sexos,40 años,Total Nacional,1 de julio de 1990,479686
Ambos sexos,40 años,Total Nacional,1 de enero de 1990,489459
Ambos sexos,40 años,Total Nacional,1 de julio de 1989,504621
Ambos sexos,40 años,Total Nacional,1 de enero de 1989,520100
Ambos sexos,40 años,Total Nacional,1 de julio de 1988,499513
Ambos sexos,40 años,Total Nacional,1 de enero de 1988,478826
Ambos sexos,40 años,Total Nacional,1 de julio de 1987,469382
Ambos sexos,40 años,Total Nacional,1 de enero de 1987,459907
Ambos sexos,40 años,Total Nacional,1 de julio de 1986,476554
Ambos sexos,40 años,Total Nacional,1 de enero de 1986,493078
Ambos sexos,40 años,Total Nacional,1 de julio de 1985,480872
Ambos sexos,40 años,Total Nacional,1 de enero de 1985,468798
Ambos sexos,40 años,Total Nacional,1 de julio de 1984,468408
Ambos sexos,40 años,Total Nacional,1 de enero de 1984,467948
Ambos sexos,40 años,Total Nacional,1 de julio de 1983,438751
Ambos sexos,40 años,Total Nacional,1 de enero de 1983,409508
Ambos sexos,40 años,Total Nacional,1 de julio de 1982,394713
Ambos sexos,40 años,Total Nacional,1 de enero de 1982,379768
Ambos sexos,40 años,Total Nacional,1 de julio de 1981,430687
Ambos sexos,40 años,Total Nacional,1 de enero de 1981,481824
Ambos sexos,41 años,Total Nacional,1 de julio de 2022,717034
Ambos sexos,41 años,Total Nacional,1 de enero de 2022,731142
Ambos sexos,41 años,Total Nacional,1 de julio de 2021,741156
Ambos sexos,41 años,Total Nacional,1 de enero de 2021,753756
Ambos sexos,41 años,Total Nacional,1 de julio de 2020,770352
Ambos sexos,41 años,Total Nacional,1 de enero de 2020,786642
Ambos sexos,41 años,Total Nacional,1 de julio de 2019,789816
Ambos sexos,41 años,Total Nacional,1 de enero de 2019,793569
Ambos sexos,41 años,Total Nacional,1 de julio de 2018,799315
Ambos sexos,41 años,Total Nacional,1 de enero de 2018,806703
Ambos sexos,41 años,Total Nacional,1 de julio de 2017,803973
Ambos sexos,41 años,Total Nacional,1 de enero de 2017,802657
Ambos sexos,41 años,Total Nacional,1 de julio de 2016,800638
Ambos sexos,41 años,Total Nacional,1 de enero de 2016,799101
Ambos sexos,41 años,Total Nacional,1 de julio de 2015,791026
Ambos sexos,41 años,Total Nacional,1 de enero de 2015,783092
Ambos sexos,41 años,Total Nacional,1 de julio de 2014,783870
Ambos sexos,41 años,Total Nacional,1 de enero de 2014,784778
Ambos sexos,41 años,Total Nacional,1 de julio de 2013,781795
Ambos sexos,41 años,Total Nacional,1 de enero de 2013,778723
Ambos sexos,41 años,Total Nacional,1 de julio de 2012,776854
Ambos sexos,41 años,Total Nacional,1 de enero de 2012,774613
Ambos sexos,41 años,Total Nacional,1 de julio de 2011,770948
Ambos sexos,41 años,Total Nacional,1 de enero de 2011,766630
Ambos sexos,41 años,Total Nacional,1 de julio de 2010,764091
Ambos sexos,41 años,Total Nacional,1 de enero de 2010,761391
Ambos sexos,41 años,Total Nacional,1 de julio de 2009,762458
Ambos sexos,41 años,Total Nacional,1 de enero de 2009,762945
Ambos sexos,41 años,Total Nacional,1 de julio de 2008,750898
Ambos sexos,41 años,Total Nacional,1 de enero de 2008,737540
Ambos sexos,41 años,Total Nacional,1 de julio de 2007,730471
Ambos sexos,41 años,Total Nacional,1 de enero de 2007,722793
Ambos sexos,41 años,Total Nacional,1 de julio de 2006,723454
Ambos sexos,41 años,Total Nacional,1 de enero de 2006,724752
Ambos sexos,41 años,Total Nacional,1 de julio de 2005,704493
Ambos sexos,41 años,Total Nacional,1 de enero de 2005,683080
Ambos sexos,41 años,Total Nacional,1 de julio de 2004,667039
Ambos sexos,41 años,Total Nacional,1 de enero de 2004,652582
Ambos sexos,41 años,Total Nacional,1 de julio de 2003,641823
Ambos sexos,41 años,Total Nacional,1 de enero de 2003,631165
Ambos sexos,41 años,Total Nacional,1 de julio de 2002,629911
Ambos sexos,41 años,Total Nacional,1 de enero de 2002,628255
Ambos sexos,41 años,Total Nacional,1 de julio de 2001,617223
Ambos sexos,41 años,Total Nacional,1 de enero de 2001,608305
Ambos sexos,41 años,Total Nacional,1 de julio de 2000,601837
Ambos sexos,41 años,Total Nacional,1 de enero de 2000,595511
Ambos sexos,41 años,Total Nacional,1 de julio de 1999,588793
Ambos sexos,41 años,Total Nacional,1 de enero de 1999,582246
Ambos sexos,41 años,Total Nacional,1 de julio de 1998,562460
Ambos sexos,41 años,Total Nacional,1 de enero de 1998,542773
Ambos sexos,41 años,Total Nacional,1 de julio de 1997,534987
Ambos sexos,41 años,Total Nacional,1 de enero de 1997,527291
Ambos sexos,41 años,Total Nacional,1 de julio de 1996,516046
Ambos sexos,41 años,Total Nacional,1 de enero de 1996,504914
Ambos sexos,41 años,Total Nacional,1 de julio de 1995,506308
Ambos sexos,41 años,Total Nacional,1 de enero de 1995,507757
Ambos sexos,41 años,Total Nacional,1 de julio de 1994,508142
Ambos sexos,41 años,Total Nacional,1 de enero de 1994,508679
Ambos sexos,41 años,Total Nacional,1 de julio de 1993,492318
Ambos sexos,41 años,Total Nacional,1 de enero de 1993,476064
Ambos sexos,41 años,Total Nacional,1 de julio de 1992,472879
Ambos sexos,41 años,Total Nacional,1 de enero de 1992,469902
Ambos sexos,41 años,Total Nacional,1 de julio de 1991,479207
Ambos sexos,41 años,Total Nacional,1 de enero de 1991,488668
Ambos sexos,41 años,Total Nacional,1 de julio de 1990,503560
Ambos sexos,41 años,Total Nacional,1 de enero de 1990,518721
Ambos sexos,41 años,Total Nacional,1 de julio de 1989,498220
Ambos sexos,41 años,Total Nacional,1 de enero de 1989,477642
Ambos sexos,41 años,Total Nacional,1 de julio de 1988,468270
Ambos sexos,41 años,Total Nacional,1 de enero de 1988,458810
Ambos sexos,41 años,Total Nacional,1 de julio de 1987,475623
Ambos sexos,41 años,Total Nacional,1 de enero de 1987,492273
Ambos sexos,41 años,Total Nacional,1 de julio de 1986,479905
Ambos sexos,41 años,Total Nacional,1 de enero de 1986,467676
Ambos sexos,41 años,Total Nacional,1 de julio de 1985,467391
Ambos sexos,41 años,Total Nacional,1 de enero de 1985,467023
Ambos sexos,41 años,Total Nacional,1 de julio de 1984,437792
Ambos sexos,41 años,Total Nacional,1 de enero de 1984,408598
Ambos sexos,41 años,Total Nacional,1 de julio de 1983,393818
Ambos sexos,41 años,Total Nacional,1 de enero de 1983,378999
Ambos sexos,41 años,Total Nacional,1 de julio de 1982,429639
Ambos sexos,41 años,Total Nacional,1 de enero de 1982,480518
Ambos sexos,41 años,Total Nacional,1 de julio de 1981,401550
Ambos sexos,41 años,Total Nacional,1 de enero de 1981,322119
Ambos sexos,42 años,Total Nacional,1 de julio de 2022,744487
Ambos sexos,42 años,Total Nacional,1 de enero de 2022,752792
Ambos sexos,42 años,Total Nacional,1 de julio de 2021,769180
Ambos sexos,42 años,Total Nacional,1 de enero de 2021,787915
Ambos sexos,42 años,Total Nacional,1 de julio de 2020,792906
Ambos sexos,42 años,Total Nacional,1 de enero de 2020,797598
Ambos sexos,42 años,Total Nacional,1 de julio de 2019,802973
Ambos sexos,42 años,Total Nacional,1 de enero de 2019,808540
Ambos sexos,42 años,Total Nacional,1 de julio de 2018,804147
Ambos sexos,42 años,Total Nacional,1 de enero de 2018,801367
Ambos sexos,42 años,Total Nacional,1 de julio de 2017,798733
Ambos sexos,42 años,Total Nacional,1 de enero de 2017,797398
Ambos sexos,42 años,Total Nacional,1 de julio de 2016,788392
Ambos sexos,42 años,Total Nacional,1 de enero de 2016,779976
Ambos sexos,42 años,Total Nacional,1 de julio de 2015,779797
Ambos sexos,42 años,Total Nacional,1 de enero de 2015,780073
Ambos sexos,42 años,Total Nacional,1 de julio de 2014,775523
Ambos sexos,42 años,Total Nacional,1 de enero de 2014,771101
Ambos sexos,42 años,Total Nacional,1 de julio de 2013,769625
Ambos sexos,42 años,Total Nacional,1 de enero de 2013,768529
Ambos sexos,42 años,Total Nacional,1 de julio de 2012,767509
Ambos sexos,42 años,Total Nacional,1 de enero de 2012,765406
Ambos sexos,42 años,Total Nacional,1 de julio de 2011,763361
Ambos sexos,42 años,Total Nacional,1 de enero de 2011,760698
Ambos sexos,42 años,Total Nacional,1 de julio de 2010,762150
Ambos sexos,42 años,Total Nacional,1 de enero de 2010,763192
Ambos sexos,42 años,Total Nacional,1 de julio de 2009,753008
Ambos sexos,42 años,Total Nacional,1 de enero de 2009,742486
Ambos sexos,42 años,Total Nacional,1 de julio de 2008,737777
Ambos sexos,42 años,Total Nacional,1 de enero de 2008,732263
Ambos sexos,42 años,Total Nacional,1 de julio de 2007,732867
Ambos sexos,42 años,Total Nacional,1 de enero de 2007,733006
Ambos sexos,42 años,Total Nacional,1 de julio de 2006,711337
Ambos sexos,42 años,Total Nacional,1 de enero de 2006,690794
Ambos sexos,42 años,Total Nacional,1 de julio de 2005,676395
Ambos sexos,42 años,Total Nacional,1 de enero de 2005,660948
Ambos sexos,42 años,Total Nacional,1 de julio de 2004,649095
Ambos sexos,42 años,Total Nacional,1 de enero de 2004,638835
Ambos sexos,42 años,Total Nacional,1 de julio de 2003,638152
Ambos sexos,42 años,Total Nacional,1 de enero de 2003,637417
Ambos sexos,42 años,Total Nacional,1 de julio de 2002,625081
Ambos sexos,42 años,Total Nacional,1 de enero de 2002,612576
Ambos sexos,42 años,Total Nacional,1 de julio de 2001,604112
Ambos sexos,42 años,Total Nacional,1 de enero de 2001,597605
Ambos sexos,42 años,Total Nacional,1 de julio de 2000,590808
Ambos sexos,42 años,Total Nacional,1 de enero de 2000,584136
Ambos sexos,42 años,Total Nacional,1 de julio de 1999,564296
Ambos sexos,42 años,Total Nacional,1 de enero de 1999,544535
Ambos sexos,42 años,Total Nacional,1 de julio de 1998,536653
Ambos sexos,42 años,Total Nacional,1 de enero de 1998,528877
Ambos sexos,42 años,Total Nacional,1 de julio de 1997,517475
Ambos sexos,42 años,Total Nacional,1 de enero de 1997,506181
Ambos sexos,42 años,Total Nacional,1 de julio de 1996,507578
Ambos sexos,42 años,Total Nacional,1 de enero de 1996,508979
Ambos sexos,42 años,Total Nacional,1 de julio de 1995,509234
Ambos sexos,42 años,Total Nacional,1 de enero de 1995,509617
Ambos sexos,42 años,Total Nacional,1 de julio de 1994,493236
Ambos sexos,42 años,Total Nacional,1 de enero de 1994,476907
Ambos sexos,42 años,Total Nacional,1 de julio de 1993,473599
Ambos sexos,42 años,Total Nacional,1 de enero de 1993,470465
Ambos sexos,42 años,Total Nacional,1 de julio de 1992,479878
Ambos sexos,42 años,Total Nacional,1 de enero de 1992,489212
Ambos sexos,42 años,Total Nacional,1 de julio de 1991,502992
Ambos sexos,42 años,Total Nacional,1 de enero de 1991,517222
Ambos sexos,42 años,Total Nacional,1 de julio de 1990,496896
Ambos sexos,42 años,Total Nacional,1 de enero de 1990,476395
Ambos sexos,42 años,Total Nacional,1 de julio de 1989,467067
Ambos sexos,42 años,Total Nacional,1 de enero de 1989,457728
Ambos sexos,42 años,Total Nacional,1 de julio de 1988,474601
Ambos sexos,42 años,Total Nacional,1 de enero de 1988,491383
Ambos sexos,42 años,Total Nacional,1 de julio de 1987,478882
Ambos sexos,42 años,Total Nacional,1 de enero de 1987,466513
Ambos sexos,42 años,Total Nacional,1 de julio de 1986,466265
Ambos sexos,42 años,Total Nacional,1 de enero de 1986,465951
Ambos sexos,42 años,Total Nacional,1 de julio de 1985,436785
Ambos sexos,42 años,Total Nacional,1 de enero de 1985,407575
Ambos sexos,42 años,Total Nacional,1 de julio de 1984,392892
Ambos sexos,42 años,Total Nacional,1 de enero de 1984,378144
Ambos sexos,42 años,Total Nacional,1 de julio de 1983,428486
Ambos sexos,42 años,Total Nacional,1 de enero de 1983,479136
Ambos sexos,42 años,Total Nacional,1 de julio de 1982,400345
Ambos sexos,42 años,Total Nacional,1 de enero de 1982,321357
Ambos sexos,42 años,Total Nacional,1 de julio de 1981,345617
Ambos sexos,42 años,Total Nacional,1 de enero de 1981,369778
Ambos sexos,43 años,Total Nacional,1 de julio de 2022,771875
Ambos sexos,43 años,Total Nacional,1 de enero de 2022,786595
Ambos sexos,43 años,Total Nacional,1 de julio de 2021,791434
Ambos sexos,43 años,Total Nacional,1 de enero de 2021,798493
Ambos sexos,43 años,Total Nacional,1 de julio de 2020,805546
Ambos sexos,43 años,Total Nacional,1 de enero de 2020,812288
Ambos sexos,43 años,Total Nacional,1 de julio de 2019,807508
Ambos sexos,43 años,Total Nacional,1 de enero de 2019,802933
Ambos sexos,43 años,Total Nacional,1 de julio de 2018,798841
Ambos sexos,43 años,Total Nacional,1 de enero de 2018,796217
Ambos sexos,43 años,Total Nacional,1 de julio de 2017,786547
Ambos sexos,43 años,Total Nacional,1 de enero de 2017,778184
Ambos sexos,43 años,Total Nacional,1 de julio de 2016,777322
Ambos sexos,43 años,Total Nacional,1 de enero de 2016,776896
Ambos sexos,43 años,Total Nacional,1 de julio de 2015,771876
Ambos sexos,43 años,Total Nacional,1 de enero de 2015,767033
Ambos sexos,43 años,Total Nacional,1 de julio de 2014,763847
Ambos sexos,43 años,Total Nacional,1 de enero de 2014,761184
Ambos sexos,43 años,Total Nacional,1 de julio de 2013,760732
Ambos sexos,43 años,Total Nacional,1 de enero de 2013,760504
Ambos sexos,43 años,Total Nacional,1 de julio de 2012,760111
Ambos sexos,43 años,Total Nacional,1 de enero de 2012,759411
Ambos sexos,43 años,Total Nacional,1 de julio de 2011,761484
Ambos sexos,43 años,Total Nacional,1 de enero de 2011,762814
Ambos sexos,43 años,Total Nacional,1 de julio de 2010,752658
Ambos sexos,43 años,Total Nacional,1 de enero de 2010,742499
Ambos sexos,43 años,Total Nacional,1 de julio de 2009,739772
Ambos sexos,43 años,Total Nacional,1 de enero de 2009,736507
Ambos sexos,43 años,Total Nacional,1 de julio de 2008,739608
Ambos sexos,43 años,Total Nacional,1 de enero de 2008,741793
Ambos sexos,43 años,Total Nacional,1 de julio de 2007,720071
Ambos sexos,43 años,Total Nacional,1 de enero de 2007,697958
Ambos sexos,43 años,Total Nacional,1 de julio de 2006,682561
Ambos sexos,43 años,Total Nacional,1 de enero de 2006,667937
Ambos sexos,43 años,Total Nacional,1 de julio de 2005,657655
Ambos sexos,43 años,Total Nacional,1 de enero de 2005,646361
Ambos sexos,43 años,Total Nacional,1 de julio de 2004,644851
Ambos sexos,43 años,Total Nacional,1 de enero de 2004,644698
Ambos sexos,43 años,Total Nacional,1 de julio de 2003,632902
Ambos sexos,43 años,Total Nacional,1 de enero de 2003,621008
Ambos sexos,43 años,Total Nacional,1 de julio de 2002,611349
Ambos sexos,43 años,Total Nacional,1 de enero de 2002,601530
Ambos sexos,43 años,Total Nacional,1 de julio de 2001,592775
Ambos sexos,43 años,Total Nacional,1 de enero de 2001,585931
Ambos sexos,43 años,Total Nacional,1 de julio de 2000,566036
Ambos sexos,43 años,Total Nacional,1 de enero de 2000,546212
Ambos sexos,43 años,Total Nacional,1 de julio de 1999,538267
Ambos sexos,43 años,Total Nacional,1 de enero de 1999,530436
Ambos sexos,43 años,Total Nacional,1 de julio de 1998,518906
Ambos sexos,43 años,Total Nacional,1 de enero de 1998,507501
Ambos sexos,43 años,Total Nacional,1 de julio de 1997,508742
Ambos sexos,43 años,Total Nacional,1 de enero de 1997,510091
Ambos sexos,43 años,Total Nacional,1 de julio de 1996,510245
Ambos sexos,43 años,Total Nacional,1 de enero de 1996,510507
Ambos sexos,43 años,Total Nacional,1 de julio de 1995,494113
Ambos sexos,43 años,Total Nacional,1 de enero de 1995,477745
Ambos sexos,43 años,Total Nacional,1 de julio de 1994,474264
Ambos sexos,43 años,Total Nacional,1 de enero de 1994,470957
Ambos sexos,43 años,Total Nacional,1 de julio de 1993,480491
Ambos sexos,43 años,Total Nacional,1 de enero de 1993,489927
Ambos sexos,43 años,Total Nacional,1 de julio de 1992,503679
Ambos sexos,43 años,Total Nacional,1 de enero de 1992,517472
Ambos sexos,43 años,Total Nacional,1 de julio de 1991,496088
Ambos sexos,43 años,Total Nacional,1 de enero de 1991,475140
Ambos sexos,43 años,Total Nacional,1 de julio de 1990,465798
Ambos sexos,43 años,Total Nacional,1 de enero de 1990,456480
Ambos sexos,43 años,Total Nacional,1 de julio de 1989,473486
Ambos sexos,43 años,Total Nacional,1 de enero de 1989,490401
Ambos sexos,43 años,Total Nacional,1 de julio de 1988,477755
Ambos sexos,43 años,Total Nacional,1 de enero de 1988,465251
Ambos sexos,43 años,Total Nacional,1 de julio de 1987,465096
Ambos sexos,43 años,Total Nacional,1 de enero de 1987,464847
Ambos sexos,43 años,Total Nacional,1 de julio de 1986,435659
Ambos sexos,43 años,Total Nacional,1 de enero de 1986,406450
Ambos sexos,43 años,Total Nacional,1 de julio de 1985,391914
Ambos sexos,43 años,Total Nacional,1 de enero de 1985,377244
Ambos sexos,43 años,Total Nacional,1 de julio de 1984,427275
Ambos sexos,43 años,Total Nacional,1 de enero de 1984,477639
Ambos sexos,43 años,Total Nacional,1 de julio de 1983,399105
Ambos sexos,43 años,Total Nacional,1 de enero de 1983,320313
Ambos sexos,43 años,Total Nacional,1 de julio de 1982,344508
Ambos sexos,43 años,Total Nacional,1 de enero de 1982,368775
Ambos sexos,43 años,Total Nacional,1 de julio de 1981,394108
Ambos sexos,43 años,Total Nacional,1 de enero de 1981,419337
Ambos sexos,44 años,Total Nacional,1 de julio de 2022,793730
Ambos sexos,44 años,Total Nacional,1 de enero de 2022,797108
Ambos sexos,44 años,Total Nacional,1 de julio de 2021,803986
Ambos sexos,44 años,Total Nacional,1 de enero de 2021,813006
Ambos sexos,44 años,Total Nacional,1 de julio de 2020,809763
Ambos sexos,44 años,Total Nacional,1 de enero de 2020,806337
Ambos sexos,44 años,Total Nacional,1 de julio de 2019,801808
Ambos sexos,44 años,Total Nacional,1 de enero de 2019,797650
Ambos sexos,44 años,Total Nacional,1 de julio de 2018,786605
Ambos sexos,44 años,Total Nacional,1 de enero de 2018,776946
Ambos sexos,44 años,Total Nacional,1 de julio de 2017,775477
Ambos sexos,44 años,Total Nacional,1 de enero de 2017,775195
Ambos sexos,44 años,Total Nacional,1 de julio de 2016,769558
Ambos sexos,44 años,Total Nacional,1 de enero de 2016,764383
Ambos sexos,44 años,Total Nacional,1 de julio de 2015,760417
Ambos sexos,44 años,Total Nacional,1 de enero de 2015,756918
Ambos sexos,44 años,Total Nacional,1 de julio de 2014,755228
Ambos sexos,44 años,Total Nacional,1 de enero de 2014,753772
Ambos sexos,44 años,Total Nacional,1 de julio de 2013,753853
Ambos sexos,44 años,Total Nacional,1 de enero de 2013,754216
Ambos sexos,44 años,Total Nacional,1 de julio de 2012,758406
Ambos sexos,44 años,Total Nacional,1 de enero de 2012,761985
Ambos sexos,44 años,Total Nacional,1 de julio de 2011,752050
Ambos sexos,44 años,Total Nacional,1 de enero de 2011,741819
Ambos sexos,44 años,Total Nacional,1 de julio de 2010,739382
Ambos sexos,44 años,Total Nacional,1 de enero de 2010,736719
Ambos sexos,44 años,Total Nacional,1 de julio de 2009,741340
Ambos sexos,44 años,Total Nacional,1 de enero de 2009,745555
Ambos sexos,44 años,Total Nacional,1 de julio de 2008,726258
Ambos sexos,44 años,Total Nacional,1 de enero de 2008,705996
Ambos sexos,44 años,Total Nacional,1 de julio de 2007,690764
Ambos sexos,44 años,Total Nacional,1 de enero de 2007,674886
Ambos sexos,44 años,Total Nacional,1 de julio de 2006,663434
Ambos sexos,44 años,Total Nacional,1 de enero de 2006,652985
Ambos sexos,44 años,Total Nacional,1 de julio de 2005,652828
Ambos sexos,44 años,Total Nacional,1 de enero de 2005,651739
Ambos sexos,44 años,Total Nacional,1 de julio de 2004,639128
Ambos sexos,44 años,Total Nacional,1 de enero de 2004,627788
Ambos sexos,44 años,Total Nacional,1 de julio de 2003,618574
Ambos sexos,44 años,Total Nacional,1 de enero de 2003,609373
Ambos sexos,44 años,Total Nacional,1 de julio de 2002,599393
Ambos sexos,44 años,Total Nacional,1 de enero de 2002,589369
Ambos sexos,44 años,Total Nacional,1 de julio de 2001,567732
Ambos sexos,44 años,Total Nacional,1 de enero de 2001,547809
Ambos sexos,44 años,Total Nacional,1 de julio de 2000,539791
Ambos sexos,44 años,Total Nacional,1 de enero de 2000,531854
Ambos sexos,44 años,Total Nacional,1 de julio de 1999,520222
Ambos sexos,44 años,Total Nacional,1 de enero de 1999,508728
Ambos sexos,44 años,Total Nacional,1 de julio de 1998,509917
Ambos sexos,44 años,Total Nacional,1 de enero de 1998,511134
Ambos sexos,44 años,Total Nacional,1 de julio de 1997,511185
Ambos sexos,44 años,Total Nacional,1 de enero de 1997,511332
Ambos sexos,44 años,Total Nacional,1 de julio de 1996,494867
Ambos sexos,44 años,Total Nacional,1 de enero de 1996,478488
Ambos sexos,44 años,Total Nacional,1 de julio de 1995,474857
Ambos sexos,44 años,Total Nacional,1 de enero de 1995,471378
Ambos sexos,44 años,Total Nacional,1 de julio de 1994,481071
Ambos sexos,44 años,Total Nacional,1 de enero de 1994,490623
Ambos sexos,44 años,Total Nacional,1 de julio de 1993,504275
Ambos sexos,44 años,Total Nacional,1 de enero de 1993,518059
Ambos sexos,44 años,Total Nacional,1 de julio de 1992,496531
Ambos sexos,44 años,Total Nacional,1 de enero de 1992,475133
Ambos sexos,44 años,Total Nacional,1 de julio de 1991,465027
Ambos sexos,44 años,Total Nacional,1 de enero de 1991,455191
Ambos sexos,44 años,Total Nacional,1 de julio de 1990,472293
Ambos sexos,44 años,Total Nacional,1 de enero de 1990,489320
Ambos sexos,44 años,Total Nacional,1 de julio de 1989,476529
Ambos sexos,44 años,Total Nacional,1 de enero de 1989,463916
Ambos sexos,44 años,Total Nacional,1 de julio de 1988,463827
Ambos sexos,44 años,Total Nacional,1 de enero de 1988,463681
Ambos sexos,44 años,Total Nacional,1 de julio de 1987,434513
Ambos sexos,44 años,Total Nacional,1 de enero de 1987,405331
Ambos sexos,44 años,Total Nacional,1 de julio de 1986,390845
Ambos sexos,44 años,Total Nacional,1 de enero de 1986,376293
