Sexo,Edad,Provincias,Periodo,Total
Ambos sexos,16 años,Total Nacional,1 de julio de 2022,510020
Ambos sexos,16 años,Total Nacional,1 de enero de 2022,501375
Ambos sexos,16 años,Total Nacional,1 de julio de 2021,497543
Ambos sexos,16 años,Total Nacional,1 de enero de 2021,495257
Ambos sexos,16 años,Total Nacional,1 de julio de 2020,490677
Ambos sexos,16 años,Total Nacional,1 de enero de 2020,485681
Ambos sexos,16 años,Total Nacional,1 de julio de 2019,474607
Ambos sexos,16 años,Total Nacional,1 de enero de 2019,463711
Ambos sexos,16 años,Total Nacional,1 de julio de 2018,459872
Ambos sexos,16 años,Total Nacional,1 de enero de 2018,457057
Ambos sexos,16 años,Total Nacional,1 de julio de 2017,454935
Ambos sexos,16 años,Total Nacional,1 de enero de 2017,453735
Ambos sexos,16 años,Total Nacional,1 de julio de 2016,447241
Ambos sexos,16 años,Total Nacional,1 de enero de 2016,441430
Ambos sexos,16 años,Total Nacional,1 de julio de 2015,434061
Ambos sexos,16 años,Total Nacional,1 de enero de 2015,427394
Ambos sexos,16 años,Total Nacional,1 de julio de 2014,428376
Ambos sexos,16 años,Total Nacional,1 de enero de 2014,429584
Ambos sexos,16 años,Total Nacional,1 de julio de 2013,427689
Ambos sexos,16 años,Total Nacional,1 de enero de 2013,426017
Ambos sexos,16 años,Total Nacional,1 de julio de 2012,425285
Ambos sexos,16 años,Total Nacional,1 de enero de 2012,424447
Ambos sexos,16 años,Total Nacional,1 de julio de 2011,426238
Ambos sexos,16 años,Total Nacional,1 de enero de 2011,428009
Ambos sexos,16 años,Total Nacional,1 de julio de 2010,435665
Ambos sexos,16 años,Total Nacional,1 de enero de 2010,443250
Ambos sexos,16 años,Total Nacional,1 de julio de 2009,449941
Ambos sexos,16 años,Total Nacional,1 de enero de 2009,456014
Ambos sexos,16 años,Total Nacional,1 de julio de 2008,452621
Ambos sexos,16 años,Total Nacional,1 de enero de 2008,448684
Ambos sexos,16 años,Total Nacional,1 de julio de 2007,447560
Ambos sexos,16 años,Total Nacional,1 de enero de 2007,446660
Ambos sexos,16 años,Total Nacional,1 de julio de 2006,448115
Ambos sexos,16 años,Total Nacional,1 de enero de 2006,450136
Ambos sexos,16 años,Total Nacional,1 de julio de 2005,450525
Ambos sexos,16 años,Total Nacional,1 de enero de 2005,451088
Ambos sexos,16 años,Total Nacional,1 de julio de 2004,451388
Ambos sexos,16 años,Total Nacional,1 de enero de 2004,452096
Ambos sexos,16 años,Total Nacional,1 de julio de 2003,454904
Ambos sexos,16 años,Total Nacional,1 de enero de 2003,457475
Ambos sexos,16 años,Total Nacional,1 de julio de 2002,463391
Ambos sexos,16 años,Total Nacional,1 de enero de 2002,469883
Ambos sexos,16 años,Total Nacional,1 de julio de 2001,477290
Ambos sexos,16 años,Total Nacional,1 de enero de 2001,486409
Ambos sexos,16 años,Total Nacional,1 de julio de 2000,494764
Ambos sexos,16 años,Total Nacional,1 de enero de 2000,502716
Ambos sexos,16 años,Total Nacional,1 de julio de 1999,518485
Ambos sexos,16 años,Total Nacional,1 de enero de 1999,534208
Ambos sexos,16 años,Total Nacional,1 de julio de 1998,547194
Ambos sexos,16 años,Total Nacional,1 de enero de 1998,559671
Ambos sexos,16 años,Total Nacional,1 de julio de 1997,574578
Ambos sexos,16 años,Total Nacional,1 de enero de 1997,589224
Ambos sexos,16 años,Total Nacional,1 de julio de 1996,600743
Ambos sexos,16 años,Total Nacional,1 de enero de 1996,612447
Ambos sexos,16 años,Total Nacional,1 de julio de 1995,628748
Ambos sexos,16 años,Total Nacional,1 de enero de 1995,644879
Ambos sexos,16 años,Total Nacional,1 de julio de 1994,649540
Ambos sexos,16 años,Total Nacional,1 de enero de 1994,654071
Ambos sexos,16 años,Total Nacional,1 de julio de 1993,664878
Ambos sexos,16 años,Total Nacional,1 de enero de 1993,675915
Ambos sexos,16 años,Total Nacional,1 de julio de 1992,676451
Ambos sexos,16 años,Total Nacional,1 de enero de 1992,677201
Ambos sexos,16 años,Total Nacional,1 de julio de 1991,673730
Ambos sexos,16 años,Total Nacional,1 de enero de 1991,670682
Ambos sexos,16 años,Total Nacional,1 de julio de 1990,666714
Ambos sexos,16 años,Total Nacional,1 de enero de 1990,662786
Ambos sexos,16 años,Total Nacional,1 de julio de 1989,665508
Ambos sexos,16 años,Total Nacional,1 de enero de 1989,668260
Ambos sexos,16 años,Total Nacional,1 de julio de 1988,663564
Ambos sexos,16 años,Total Nacional,1 de enero de 1988,658937
Ambos sexos,16 años,Total Nacional,1 de julio de 1987,657523
Ambos sexos,16 años,Total Nacional,1 de enero de 1987,656466
Ambos sexos,16 años,Total Nacional,1 de julio de 1986,653094
Ambos sexos,16 años,Total Nacional,1 de enero de 1986,649802
Ambos sexos,16 años,Total Nacional,1 de julio de 1985,649239
Ambos sexos,16 años,Total Nacional,1 de enero de 1985,648794
Ambos sexos,16 años,Total Nacional,1 de julio de 1984,656350
Ambos sexos,16 años,Total Nacional,1 de enero de 1984,664332
Ambos sexos,16 años,Total Nacional,1 de julio de 1983,666807
Ambos sexos,16 años,Total Nacional,1 de enero de 1983,670177
Ambos sexos,16 años,Total Nacional,1 de julio de 1982,668348
Ambos sexos,16 años,Total Nacional,1 de enero de 1982,666119
Ambos sexos,16 años,Total Nacional,1 de julio de 1981,674628
Ambos sexos,16 años,Total Nacional,1 de enero de 1981,682701
Ambos sexos,17 años,Total Nacional,1 de julio de 2022,504927
Ambos sexos,17 años,Total Nacional,1 de enero de 2022,498628
Ambos sexos,17 años,Total Nacional,1 de julio de 2021,493042
Ambos sexos,17 años,Total Nacional,1 de enero de 2021,488788
Ambos sexos,17 años,Total Nacional,1 de julio de 2020,480011
Ambos sexos,17 años,Total Nacional,1 de enero de 2020,470259
Ambos sexos,17 años,Total Nacional,1 de julio de 2019,466599
Ambos sexos,17 años,Total Nacional,1 de enero de 2019,462400
Ambos sexos,17 años,Total Nacional,1 de julio de 2018,459521
Ambos sexos,17 años,Total Nacional,1 de enero de 2018,457171
Ambos sexos,17 años,Total Nacional,1 de julio de 2017,450290
Ambos sexos,17 años,Total Nacional,1 de enero de 2017,444011
Ambos sexos,17 años,Total Nacional,1 de julio de 2016,436215
Ambos sexos,17 años,Total Nacional,1 de enero de 2016,428671
Ambos sexos,17 años,Total Nacional,1 de julio de 2015,429398
Ambos sexos,17 años,Total Nacional,1 de enero de 2015,430209
Ambos sexos,17 años,Total Nacional,1 de julio de 2014,427877
Ambos sexos,17 años,Total Nacional,1 de enero de 2014,425640
Ambos sexos,17 años,Total Nacional,1 de julio de 2013,425384
Ambos sexos,17 años,Total Nacional,1 de enero de 2013,425121
Ambos sexos,17 años,Total Nacional,1 de julio de 2012,428113
Ambos sexos,17 años,Total Nacional,1 de enero de 2012,430624
Ambos sexos,17 años,Total Nacional,1 de julio de 2011,438526
Ambos sexos,17 años,Total Nacional,1 de enero de 2011,446188
Ambos sexos,17 años,Total Nacional,1 de julio de 2010,453488
Ambos sexos,17 años,Total Nacional,1 de enero de 2010,460327
Ambos sexos,17 años,Total Nacional,1 de julio de 2009,458901
Ambos sexos,17 años,Total Nacional,1 de enero de 2009,456417
Ambos sexos,17 años,Total Nacional,1 de julio de 2008,457338
Ambos sexos,17 años,Total Nacional,1 de enero de 2008,456921
Ambos sexos,17 años,Total Nacional,1 de julio de 2007,458329
Ambos sexos,17 años,Total Nacional,1 de enero de 2007,458671
Ambos sexos,17 años,Total Nacional,1 de julio de 2006,458888
Ambos sexos,17 años,Total Nacional,1 de enero de 2006,459282
Ambos sexos,17 años,Total Nacional,1 de julio de 2005,459749
Ambos sexos,17 años,Total Nacional,1 de enero de 2005,459840
Ambos sexos,17 años,Total Nacional,1 de julio de 2004,462480
Ambos sexos,17 años,Total Nacional,1 de enero de 2004,465850
Ambos sexos,17 años,Total Nacional,1 de julio de 2003,472270
Ambos sexos,17 años,Total Nacional,1 de enero de 2003,478119
Ambos sexos,17 años,Total Nacional,1 de julio de 2002,483968
Ambos sexos,17 años,Total Nacional,1 de enero de 2002,489406
Ambos sexos,17 años,Total Nacional,1 de julio de 2001,496408
Ambos sexos,17 años,Total Nacional,1 de enero de 2001,504748
Ambos sexos,17 años,Total Nacional,1 de julio de 2000,520527
Ambos sexos,17 años,Total Nacional,1 de enero de 2000,536293
Ambos sexos,17 años,Total Nacional,1 de julio de 1999,549766
Ambos sexos,17 años,Total Nacional,1 de enero de 1999,562731
Ambos sexos,17 años,Total Nacional,1 de julio de 1998,577930
Ambos sexos,17 años,Total Nacional,1 de enero de 1998,592834
Ambos sexos,17 años,Total Nacional,1 de julio de 1997,604187
Ambos sexos,17 años,Total Nacional,1 de enero de 1997,615723
Ambos sexos,17 años,Total Nacional,1 de julio de 1996,632216
Ambos sexos,17 años,Total Nacional,1 de enero de 1996,648533
Ambos sexos,17 años,Total Nacional,1 de julio de 1995,653357
Ambos sexos,17 años,Total Nacional,1 de enero de 1995,658042
Ambos sexos,17 años,Total Nacional,1 de julio de 1994,668611
Ambos sexos,17 años,Total Nacional,1 de enero de 1994,679395
Ambos sexos,17 años,Total Nacional,1 de julio de 1993,679782
Ambos sexos,17 años,Total Nacional,1 de enero de 1993,680304
Ambos sexos,17 años,Total Nacional,1 de julio de 1992,676883
Ambos sexos,17 años,Total Nacional,1 de enero de 1992,673421
Ambos sexos,17 años,Total Nacional,1 de julio de 1991,667991
Ambos sexos,17 años,Total Nacional,1 de enero de 1991,663154
Ambos sexos,17 años,Total Nacional,1 de julio de 1990,665848
Ambos sexos,17 años,Total Nacional,1 de enero de 1990,668569
Ambos sexos,17 años,Total Nacional,1 de julio de 1989,663869
Ambos sexos,17 años,Total Nacional,1 de enero de 1989,659170
Ambos sexos,17 años,Total Nacional,1 de julio de 1988,657457
Ambos sexos,17 años,Total Nacional,1 de enero de 1988,656034
Ambos sexos,17 años,Total Nacional,1 de julio de 1987,652596
Ambos sexos,17 años,Total Nacional,1 de enero de 1987,649227
Ambos sexos,17 años,Total Nacional,1 de julio de 1986,648564
Ambos sexos,17 años,Total Nacional,1 de enero de 1986,648002
Ambos sexos,17 años,Total Nacional,1 de julio de 1985,655152
Ambos sexos,17 años,Total Nacional,1 de enero de 1985,662697
Ambos sexos,17 años,Total Nacional,1 de julio de 1984,664315
Ambos sexos,17 años,Total Nacional,1 de enero de 1984,666792
Ambos sexos,17 años,Total Nacional,1 de julio de 1983,665359
Ambos sexos,17 años,Total Nacional,1 de enero de 1983,663519
Ambos sexos,17 años,Total Nacional,1 de julio de 1982,671715
Ambos sexos,17 años,Total Nacional,1 de enero de 1982,680207
Ambos sexos,17 años,Total Nacional,1 de julio de 1981,668554
Ambos sexos,17 años,Total Nacional,1 de enero de 1981,656176
Ambos sexos,18 años,Total Nacional,1 de julio de 2022,503162
Ambos sexos,18 años,Total Nacional,1 de enero de 2022,495219
Ambos sexos,18 años,Total Nacional,1 de julio de 2021,484117
Ambos sexos,18 años,Total Nacional,1 de enero de 2021,475599
Ambos sexos,18 años,Total Nacional,1 de julio de 2020,474693
Ambos sexos,18 años,Total Nacional,1 de enero de 2020,473087
Ambos sexos,18 años,Total Nacional,1 de julio de 2019,469057
Ambos sexos,18 años,Total Nacional,1 de enero de 2019,465904
Ambos sexos,18 años,Total Nacional,1 de julio de 2018,457022
Ambos sexos,18 años,Total Nacional,1 de enero de 2018,450058
Ambos sexos,18 años,Total Nacional,1 de julio de 2017,440750
Ambos sexos,18 años,Total Nacional,1 de enero de 2017,432937
Ambos sexos,18 años,Total Nacional,1 de julio de 2016,432640
Ambos sexos,18 años,Total Nacional,1 de enero de 2016,433197
Ambos sexos,18 años,Total Nacional,1 de julio de 2015,429994
Ambos sexos,18 años,Total Nacional,1 de enero de 2015,427490
Ambos sexos,18 años,Total Nacional,1 de julio de 2014,426163
Ambos sexos,18 años,Total Nacional,1 de enero de 2014,425659
Ambos sexos,18 años,Total Nacional,1 de julio de 2013,428648
Ambos sexos,18 años,Total Nacional,1 de enero de 2013,432388
Ambos sexos,18 años,Total Nacional,1 de julio de 2012,441286
Ambos sexos,18 años,Total Nacional,1 de enero de 2012,450268
Ambos sexos,18 años,Total Nacional,1 de julio de 2011,457079
Ambos sexos,18 años,Total Nacional,1 de enero de 2011,464552
Ambos sexos,18 años,Total Nacional,1 de julio de 2010,463226
Ambos sexos,18 años,Total Nacional,1 de enero de 2010,462413
Ambos sexos,18 años,Total Nacional,1 de julio de 2009,464661
Ambos sexos,18 años,Total Nacional,1 de enero de 2009,466841
Ambos sexos,18 años,Total Nacional,1 de julio de 2008,470913
Ambos sexos,18 años,Total Nacional,1 de enero de 2008,473861
Ambos sexos,18 años,Total Nacional,1 de julio de 2007,473189
Ambos sexos,18 años,Total Nacional,1 de enero de 2007,471564
Ambos sexos,18 años,Total Nacional,1 de julio de 2006,470606
Ambos sexos,18 años,Total Nacional,1 de enero de 2006,470526
Ambos sexos,18 años,Total Nacional,1 de julio de 2005,473516
Ambos sexos,18 años,Total Nacional,1 de enero de 2005,475809
Ambos sexos,18 años,Total Nacional,1 de julio de 2004,481190
Ambos sexos,18 años,Total Nacional,1 de enero de 2004,488242
Ambos sexos,18 años,Total Nacional,1 de julio de 2003,494580
Ambos sexos,18 años,Total Nacional,1 de enero de 2003,500142
Ambos sexos,18 años,Total Nacional,1 de julio de 2002,504672
Ambos sexos,18 años,Total Nacional,1 de enero de 2002,508931
Ambos sexos,18 años,Total Nacional,1 de julio de 2001,522549
Ambos sexos,18 años,Total Nacional,1 de enero de 2001,538311
Ambos sexos,18 años,Total Nacional,1 de julio de 2000,552289
Ambos sexos,18 años,Total Nacional,1 de enero de 2000,565763
Ambos sexos,18 años,Total Nacional,1 de julio de 1999,581210
Ambos sexos,18 años,Total Nacional,1 de enero de 1999,596383
Ambos sexos,18 años,Total Nacional,1 de julio de 1998,607604
Ambos sexos,18 años,Total Nacional,1 de enero de 1998,618954
Ambos sexos,18 años,Total Nacional,1 de julio de 1997,635653
Ambos sexos,18 años,Total Nacional,1 de enero de 1997,652146
Ambos sexos,18 años,Total Nacional,1 de julio de 1996,657143
Ambos sexos,18 años,Total Nacional,1 de enero de 1996,661981
Ambos sexos,18 años,Total Nacional,1 de julio de 1995,672314
Ambos sexos,18 años,Total Nacional,1 de enero de 1995,682889
Ambos sexos,18 años,Total Nacional,1 de julio de 1994,683075
Ambos sexos,18 años,Total Nacional,1 de enero de 1994,683430
Ambos sexos,18 años,Total Nacional,1 de julio de 1993,680020
Ambos sexos,18 años,Total Nacional,1 de enero de 1993,676592
Ambos sexos,18 años,Total Nacional,1 de julio de 1992,670919
Ambos sexos,18 años,Total Nacional,1 de enero de 1992,665457
Ambos sexos,18 años,Total Nacional,1 de julio de 1991,666868
Ambos sexos,18 años,Total Nacional,1 de enero de 1991,668824
Ambos sexos,18 años,Total Nacional,1 de julio de 1990,664071
Ambos sexos,18 años,Total Nacional,1 de enero de 1990,659321
Ambos sexos,18 años,Total Nacional,1 de julio de 1989,657268
Ambos sexos,18 años,Total Nacional,1 de enero de 1989,655522
Ambos sexos,18 años,Total Nacional,1 de julio de 1988,652023
Ambos sexos,18 años,Total Nacional,1 de enero de 1988,648551
Ambos sexos,18 años,Total Nacional,1 de julio de 1987,647757
Ambos sexos,18 años,Total Nacional,1 de enero de 1987,647124
Ambos sexos,18 años,Total Nacional,1 de julio de 1986,653897
Ambos sexos,18 años,Total Nacional,1 de enero de 1986,661049
Ambos sexos,18 años,Total Nacional,1 de julio de 1985,661758
Ambos sexos,18 años,Total Nacional,1 de enero de 1985,663356
Ambos sexos,18 años,Total Nacional,1 de julio de 1984,662306
Ambos sexos,18 años,Total Nacional,1 de enero de 1984,660860
Ambos sexos,18 años,Total Nacional,1 de julio de 1983,668739
Ambos sexos,18 años,Total Nacional,1 de enero de 1983,676920
Ambos sexos,18 años,Total Nacional,1 de julio de 1982,665289
Ambos sexos,18 años,Total Nacional,1 de enero de 1982,653608
Ambos sexos,18 años,Total Nacional,1 de julio de 1981,644196
Ambos sexos,18 años,Total Nacional,1 de enero de 1981,634149
Ambos sexos,19 años,Total Nacional,1 de julio de 2022,496689
Ambos sexos,19 años,Total Nacional,1 de enero de 2022,483581
Ambos sexos,19 años,Total Nacional,1 de julio de 2021,480084
Ambos sexos,19 años,Total Nacional,1 de enero de 2021,479899
Ambos sexos,19 años,Total Nacional,1 de julio de 2020,479271
Ambos sexos,19 años,Total Nacional,1 de enero de 2020,478303
Ambos sexos,19 años,Total Nacional,1 de julio de 2019,468620
Ambos sexos,19 años,Total Nacional,1 de enero de 2019,459980
Ambos sexos,19 años,Total Nacional,1 de julio de 2018,449039
Ambos sexos,19 años,Total Nacional,1 de enero de 2018,440381
Ambos sexos,19 años,Total Nacional,1 de julio de 2017,438357
Ambos sexos,19 años,Total Nacional,1 de enero de 2017,438141
Ambos sexos,19 años,Total Nacional,1 de julio de 2016,434020
Ambos sexos,19 años,Total Nacional,1 de enero de 2016,430800
Ambos sexos,19 años,Total Nacional,1 de julio de 2015,429069
Ambos sexos,19 años,Total Nacional,1 de enero de 2015,427864
Ambos sexos,19 años,Total Nacional,1 de julio de 2014,429864
Ambos sexos,19 años,Total Nacional,1 de enero de 2014,432651
Ambos sexos,19 años,Total Nacional,1 de julio de 2013,441848
Ambos sexos,19 años,Total Nacional,1 de enero de 2013,451867
Ambos sexos,19 años,Total Nacional,1 de julio de 2012,460304
Ambos sexos,19 años,Total Nacional,1 de enero de 2012,468595
Ambos sexos,19 años,Total Nacional,1 de julio de 2011,467419
Ambos sexos,19 años,Total Nacional,1 de enero de 2011,466680
Ambos sexos,19 años,Total Nacional,1 de julio de 2010,469338
Ambos sexos,19 años,Total Nacional,1 de enero de 2010,472476
Ambos sexos,19 años,Total Nacional,1 de julio de 2009,478530
Ambos sexos,19 años,Total Nacional,1 de enero de 2009,484268
Ambos sexos,19 años,Total Nacional,1 de julio de 2008,488739
Ambos sexos,19 años,Total Nacional,1 de enero de 2008,490892
Ambos sexos,19 años,Total Nacional,1 de julio de 2007,489661
Ambos sexos,19 años,Total Nacional,1 de enero de 2007,486620
Ambos sexos,19 años,Total Nacional,1 de julio de 2006,487191
Ambos sexos,19 años,Total Nacional,1 de enero de 2006,489289
Ambos sexos,19 años,Total Nacional,1 de julio de 2005,495715
Ambos sexos,19 años,Total Nacional,1 de enero de 2005,500937
Ambos sexos,19 años,Total Nacional,1 de julio de 2004,505337
Ambos sexos,19 años,Total Nacional,1 de enero de 2004,512367
Ambos sexos,19 años,Total Nacional,1 de julio de 2003,517866
Ambos sexos,19 años,Total Nacional,1 de enero de 2003,522083
Ambos sexos,19 años,Total Nacional,1 de julio de 2002,533434
Ambos sexos,19 años,Total Nacional,1 de enero de 2002,543489
Ambos sexos,19 años,Total Nacional,1 de julio de 2001,554821
Ambos sexos,19 años,Total Nacional,1 de enero de 2001,568786
Ambos sexos,19 años,Total Nacional,1 de julio de 2000,584476
Ambos sexos,19 años,Total Nacional,1 de enero de 2000,599898
Ambos sexos,19 años,Total Nacional,1 de julio de 1999,610972
Ambos sexos,19 años,Total Nacional,1 de enero de 1999,622172
Ambos sexos,19 años,Total Nacional,1 de julio de 1998,639069
Ambos sexos,19 años,Total Nacional,1 de enero de 1998,655741
Ambos sexos,19 años,Total Nacional,1 de julio de 1997,660895
Ambos sexos,19 años,Total Nacional,1 de enero de 1997,665892
Ambos sexos,19 años,Total Nacional,1 de julio de 1996,675983
Ambos sexos,19 años,Total Nacional,1 de enero de 1996,686318
Ambos sexos,19 años,Total Nacional,1 de julio de 1995,686337
Ambos sexos,19 años,Total Nacional,1 de enero de 1995,686520
Ambos sexos,19 años,Total Nacional,1 de julio de 1994,683158
Ambos sexos,19 años,Total Nacional,1 de enero de 1994,679702
Ambos sexos,19 años,Total Nacional,1 de julio de 1993,673843
Ambos sexos,19 años,Total Nacional,1 de enero de 1993,668176
Ambos sexos,19 años,Total Nacional,1 de julio de 1992,669251
Ambos sexos,19 años,Total Nacional,1 de enero de 1992,670607
Ambos sexos,19 años,Total Nacional,1 de julio de 1991,664884
Ambos sexos,19 años,Total Nacional,1 de enero de 1991,659432
Ambos sexos,19 años,Total Nacional,1 de julio de 1990,657034
Ambos sexos,19 años,Total Nacional,1 de enero de 1990,654927
Ambos sexos,19 años,Total Nacional,1 de julio de 1989,651364
Ambos sexos,19 años,Total Nacional,1 de enero de 1989,647842
Ambos sexos,19 años,Total Nacional,1 de julio de 1988,646894
Ambos sexos,19 años,Total Nacional,1 de enero de 1988,646055
Ambos sexos,19 años,Total Nacional,1 de julio de 1987,652501
Ambos sexos,19 años,Total Nacional,1 de enero de 1987,659285
Ambos sexos,19 años,Total Nacional,1 de julio de 1986,659152
Ambos sexos,19 años,Total Nacional,1 de enero de 1986,659858
Ambos sexos,19 años,Total Nacional,1 de julio de 1985,659198
Ambos sexos,19 años,Total Nacional,1 de enero de 1985,658118
Ambos sexos,19 años,Total Nacional,1 de julio de 1984,665714
Ambos sexos,19 años,Total Nacional,1 de enero de 1984,673570
Ambos sexos,19 años,Total Nacional,1 de julio de 1983,661954
Ambos sexos,19 años,Total Nacional,1 de enero de 1983,650332
Ambos sexos,19 años,Total Nacional,1 de julio de 1982,640940
Ambos sexos,19 años,Total Nacional,1 de enero de 1982,631502
Ambos sexos,19 años,Total Nacional,1 de julio de 1981,626006
Ambos sexos,19 años,Total Nacional,1 de enero de 1981,619826
Ambos sexos,20 años,Total Nacional,1 de julio de 2022,492662
Ambos sexos,20 años,Total Nacional,1 de enero de 2022,486969
Ambos sexos,20 años,Total Nacional,1 de julio de 2021,484438
Ambos sexos,20 años,Total Nacional,1 de enero de 2021,484826
Ambos sexos,20 años,Total Nacional,1 de julio de 2020,479087
Ambos sexos,20 años,Total Nacional,1 de enero de 2020,472617
Ambos sexos,20 años,Total Nacional,1 de julio de 2019,461033
Ambos sexos,20 años,Total Nacional,1 de enero de 2019,450576
Ambos sexos,20 años,Total Nacional,1 de julio de 2018,447324
Ambos sexos,20 años,Total Nacional,1 de enero de 2018,446030
Ambos sexos,20 años,Total Nacional,1 de julio de 2017,440107
Ambos sexos,20 años,Total Nacional,1 de enero de 2017,436120
Ambos sexos,20 años,Total Nacional,1 de julio de 2016,433161
Ambos sexos,20 años,Total Nacional,1 de enero de 2016,431466
Ambos sexos,20 años,Total Nacional,1 de julio de 2015,432968
Ambos sexos,20 años,Total Nacional,1 de enero de 2015,435372
Ambos sexos,20 años,Total Nacional,1 de julio de 2014,443094
Ambos sexos,20 años,Total Nacional,1 de enero de 2014,451986
Ambos sexos,20 años,Total Nacional,1 de julio de 2013,460662
Ambos sexos,20 años,Total Nacional,1 de enero de 2013,470394
Ambos sexos,20 años,Total Nacional,1 de julio de 2012,470697
Ambos sexos,20 años,Total Nacional,1 de enero de 2012,471225
Ambos sexos,20 años,Total Nacional,1 de julio de 2011,474015
Ambos sexos,20 años,Total Nacional,1 de enero de 2011,477383
Ambos sexos,20 años,Total Nacional,1 de julio de 2010,483393
Ambos sexos,20 años,Total Nacional,1 de enero de 2010,489986
Ambos sexos,20 años,Total Nacional,1 de julio de 2009,496677
Ambos sexos,20 años,Total Nacional,1 de enero de 2009,502909
Ambos sexos,20 años,Total Nacional,1 de julio de 2008,507111
Ambos sexos,20 años,Total Nacional,1 de enero de 2008,508932
Ambos sexos,20 años,Total Nacional,1 de julio de 2007,509519
Ambos sexos,20 años,Total Nacional,1 de enero de 2007,507845
Ambos sexos,20 años,Total Nacional,1 de julio de 2006,511170
Ambos sexos,20 años,Total Nacional,1 de enero de 2006,516611
Ambos sexos,20 años,Total Nacional,1 de julio de 2005,523286
Ambos sexos,20 años,Total Nacional,1 de enero de 2005,527757
Ambos sexos,20 años,Total Nacional,1 de julio de 2004,530565
Ambos sexos,20 años,Total Nacional,1 de enero de 2004,536828
Ambos sexos,20 años,Total Nacional,1 de julio de 2003,549182
Ambos sexos,20 años,Total Nacional,1 de enero de 2003,560141
Ambos sexos,20 años,Total Nacional,1 de julio de 2002,568370
Ambos sexos,20 años,Total Nacional,1 de enero de 2002,575443
Ambos sexos,20 años,Total Nacional,1 de julio de 2001,587738
Ambos sexos,20 años,Total Nacional,1 de enero de 2001,603430
Ambos sexos,20 años,Total Nacional,1 de julio de 2000,614314
Ambos sexos,20 años,Total Nacional,1 de enero de 2000,625378
Ambos sexos,20 años,Total Nacional,1 de julio de 1999,642477
Ambos sexos,20 años,Total Nacional,1 de enero de 1999,659361
Ambos sexos,20 años,Total Nacional,1 de julio de 1998,664621
Ambos sexos,20 años,Total Nacional,1 de enero de 1998,669755
Ambos sexos,20 años,Total Nacional,1 de julio de 1997,679646
Ambos sexos,20 años,Total Nacional,1 de enero de 1997,689752
Ambos sexos,20 años,Total Nacional,1 de julio de 1996,689581
Ambos sexos,20 años,Total Nacional,1 de enero de 1996,689595
Ambos sexos,20 años,Total Nacional,1 de julio de 1995,686268
Ambos sexos,20 años,Total Nacional,1 de enero de 1995,682886
Ambos sexos,20 años,Total Nacional,1 de julio de 1994,676779
Ambos sexos,20 años,Total Nacional,1 de enero de 1994,670861
Ambos sexos,20 años,Total Nacional,1 de julio de 1993,671669
Ambos sexos,20 años,Total Nacional,1 de enero de 1993,672708
Ambos sexos,20 años,Total Nacional,1 de julio de 1992,666992
Ambos sexos,20 años,Total Nacional,1 de enero de 1992,661208
Ambos sexos,20 años,Total Nacional,1 de julio de 1991,657524
Ambos sexos,20 años,Total Nacional,1 de enero de 1991,654271
Ambos sexos,20 años,Total Nacional,1 de julio de 1990,650651
Ambos sexos,20 años,Total Nacional,1 de enero de 1990,647058
Ambos sexos,20 años,Total Nacional,1 de julio de 1989,645979
Ambos sexos,20 años,Total Nacional,1 de enero de 1989,645006
Ambos sexos,20 años,Total Nacional,1 de julio de 1988,651027
Ambos sexos,20 años,Total Nacional,1 de enero de 1988,657424
Ambos sexos,20 años,Total Nacional,1 de julio de 1987,656490
Ambos sexos,20 años,Total Nacional,1 de enero de 1987,656320
Ambos sexos,20 años,Total Nacional,1 de julio de 1986,656078
Ambos sexos,20 años,Total Nacional,1 de enero de 1986,655402
Ambos sexos,20 años,Total Nacional,1 de julio de 1985,662651
Ambos sexos,20 años,Total Nacional,1 de enero de 1985,670182
Ambos sexos,20 años,Total Nacional,1 de julio de 1984,658593
Ambos sexos,20 años,Total Nacional,1 de enero de 1984,646952
Ambos sexos,20 años,Total Nacional,1 de julio de 1983,637657
Ambos sexos,20 años,Total Nacional,1 de enero de 1983,628276
Ambos sexos,20 años,Total Nacional,1 de julio de 1982,622986
Ambos sexos,20 años,Total Nacional,1 de enero de 1982,617469
Ambos sexos,20 años,Total Nacional,1 de julio de 1981,617701
Ambos sexos,20 años,Total Nacional,1 de enero de 1981,617439
Ambos sexos,21 años,Total Nacional,1 de julio de 2022,496773
Ambos sexos,21 años,Total Nacional,1 de enero de 2022,491729
Ambos sexos,21 años,Total Nacional,1 de julio de 2021,483736
Ambos sexos,21 años,Total Nacional,1 de enero de 2021,479235
Ambos sexos,21 años,Total Nacional,1 de julio de 2020,471820
Ambos sexos,21 años,Total Nacional,1 de enero de 2020,463583
Ambos sexos,21 años,Total Nacional,1 de julio de 2019,459778
Ambos sexos,21 años,Total Nacional,1 de enero de 2019,456985
Ambos sexos,21 años,Total Nacional,1 de julio de 2018,449722
Ambos sexos,21 años,Total Nacional,1 de enero de 2018,444295
Ambos sexos,21 años,Total Nacional,1 de julio de 2017,439380
Ambos sexos,21 años,Total Nacional,1 de enero de 2017,436451
Ambos sexos,21 años,Total Nacional,1 de julio de 2016,437091
Ambos sexos,21 años,Total Nacional,1 de enero de 2016,438875
Ambos sexos,21 años,Total Nacional,1 de julio de 2015,446080
Ambos sexos,21 años,Total Nacional,1 de enero de 2015,454362
